id,username,role,is_active,pw_format,has_email,has_phone
93f7995c-7273-427b-bcf4-0f7a879497e3,superadmin,super_admin,true,unknown_format,true,false
e72e2a33-3e39-46f8-af29-dcbbbb0dfcea,teacher1,teacher,true,unknown_format,true,false
de69a6f1-38bd-4ed7-9128-28fa4d76aa70,student1,student,true,unknown_format,true,false
