id,approved_user_id,username,status,name
5a60fe62-66eb-4f85-95df-29de220c610f,5b554999-62be-4015-94af-57891cfce656,xiaomi,approved,xiaomi
8af793f7-929d-4cda-ba47-ebc108832756,63739017-4616-41b2-976f-1b36ad33b354,wenping,approved,wenping
41b968f3-035d-4eb1-8cd7-c1ee2008af34,a677e990-f08a-4546-8868-f574b48d1464,zhang,approved,zhang
