query_type,table_name,c1,c2,c3,c4,c5,c6
COLUMN,hsk_test_questions,audio_transcript,text,text,YES,null,11
COLUMN,hsk_test_questions,audio_transcript_pinyin,text,text,YES,null,12
COLUMN,hsk_test_questions,transcript_source,character varying,varchar,YES,'none'::character varying,13
COLUMN,hsk_test_questions,options,jsonb,jsonb,YES,'[]'::jsonb,14
COLUMN,hsk_test_questions,correct_answer,text,text,YES,null,15
COLUMN,hsk_test_questions,answer_explanation,text,text,YES,null,16
COLUMN,hsk_test_questions,answer_explanation_zh,text,text,YES,null,17
COLUMN,hsk_test_questions,difficulty,integer,int4,YES,3,18
COLUMN,hsk_test_questions,points,integer,int4,YES,1,19
COLUMN,hsk_test_questions,paper_id,uuid,uuid,YES,null,2
COLUMN,hsk_test_questions,tags,ARRAY,_text,YES,null,20
COLUMN,hsk_test_questions,is_indexed,boolean,bool,YES,false,21
COLUMN,hsk_test_questions,embedding_id,uuid,uuid,YES,null,22
COLUMN,hsk_test_questions,sort_order,integer,int4,YES,0,23
COLUMN,hsk_test_questions,created_at,timestamp without time zone,timestamp,YES,now(),24
COLUMN,hsk_test_questions,updated_at,timestamp without time zone,timestamp,YES,now(),25
COLUMN,hsk_test_questions,section_id,uuid,uuid,YES,null,3
COLUMN,hsk_test_questions,question_number,integer,int4,NO,null,4
COLUMN,hsk_test_questions,question_type,character varying,varchar,NO,null,5
COLUMN,hsk_test_questions,question_text,text,text,YES,null,6
COLUMN,hsk_test_questions,question_text_zh,text,text,YES,null,7
COLUMN,hsk_test_questions,question_image_url,text,text,YES,null,8
COLUMN,hsk_test_questions,audio_url,text,text,YES,null,9
COLUMN,hsk_test_sections,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,hsk_test_sections,question_count,integer,int4,YES,0,10
COLUMN,hsk_test_sections,sort_order,integer,int4,YES,0,11
COLUMN,hsk_test_sections,created_at,timestamp without time zone,timestamp,YES,now(),12
COLUMN,hsk_test_sections,paper_id,uuid,uuid,YES,null,2
COLUMN,hsk_test_sections,section_type,character varying,varchar,NO,null,3
COLUMN,hsk_test_sections,section_number,integer,int4,YES,1,4
COLUMN,hsk_test_sections,title,character varying,varchar,YES,null,5
COLUMN,hsk_test_sections,title_zh,character varying,varchar,YES,null,6
COLUMN,hsk_test_sections,instructions,text,text,YES,null,7
COLUMN,hsk_test_sections,instructions_zh,text,text,YES,null,8
COLUMN,hsk_test_sections,duration,integer,int4,YES,0,9
COLUMN,hsk_test_stats,id,uuid,uuid,YES,null,1
COLUMN,hsk_test_stats,name_zh,character varying,varchar,YES,null,2
COLUMN,hsk_test_stats,hsk_level,integer,int4,YES,null,3
COLUMN,hsk_test_stats,year,integer,int4,YES,null,4
COLUMN,hsk_test_stats,attempt_count,bigint,int8,YES,null,5
COLUMN,hsk_test_stats,student_count,bigint,int8,YES,null,6
COLUMN,hsk_test_stats,avg_score,numeric,numeric,YES,null,7
COLUMN,hsk_test_stats,highest_score,numeric,numeric,YES,null,8
COLUMN,invitation_codes,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,invitation_codes,is_active,boolean,bool,YES,true,10
COLUMN,invitation_codes,created_at,timestamp without time zone,timestamp,YES,now(),11
COLUMN,invitation_codes,code,character varying,varchar,NO,null,2
COLUMN,invitation_codes,role,character varying,varchar,NO,null,3
COLUMN,invitation_codes,school_id,uuid,uuid,YES,null,4
COLUMN,invitation_codes,class_id,uuid,uuid,YES,null,5
COLUMN,invitation_codes,max_uses,integer,int4,YES,1,6
COLUMN,invitation_codes,current_uses,integer,int4,YES,0,7
COLUMN,invitation_codes,expires_at,timestamp without time zone,timestamp,YES,null,8
COLUMN,invitation_codes,created_by,uuid,uuid,YES,null,9
COLUMN,invites,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,invites,expires_at,date,date,YES,null,10
COLUMN,invites,code,text,text,NO,null,2
COLUMN,invites,role,text,text,NO,null,3
COLUMN,invites,used,integer,int4,YES,0,4
COLUMN,invites,max_uses,integer,int4,YES,10,5
COLUMN,invites,note,text,text,YES,null,6
COLUMN,invites,school_id,uuid,uuid,YES,null,7
COLUMN,invites,is_active,boolean,bool,YES,true,8
COLUMN,invites,created_at,timestamp with time zone,timestamptz,YES,now(),9
COLUMN,join_requests,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,join_requests,updated_at,timestamp with time zone,timestamptz,YES,now(),10
COLUMN,join_requests,user_name,text,text,YES,null,2
COLUMN,join_requests,user_name_zh,text,text,YES,null,3
COLUMN,join_requests,class_name,text,text,YES,null,4
COLUMN,join_requests,school,text,text,YES,null,5
COLUMN,join_requests,role,text,text,YES,'student'::text,6
COLUMN,join_requests,status,text,text,YES,'pending'::text,7
COLUMN,join_requests,note,text,text,YES,null,8
COLUMN,join_requests,created_at,timestamp with time zone,timestamptz,YES,now(),9
COLUMN,knowledge_categories,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,knowledge_categories,name,character varying,varchar,NO,null,2
COLUMN,knowledge_categories,name_zh,character varying,varchar,YES,null,3
COLUMN,knowledge_categories,parent_id,uuid,uuid,YES,null,4
COLUMN,knowledge_categories,icon,character varying,varchar,YES,null,5
COLUMN,knowledge_categories,sort_order,integer,int4,YES,0,6
COLUMN,knowledge_categories,created_at,timestamp without time zone,timestamp,YES,now(),7
COLUMN,knowledge_materials,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,knowledge_materials,category,character varying,varchar,YES,'textbook'::character varying,10
COLUMN,knowledge_materials,hsk_levels,ARRAY,_int4,YES,"'{1,2,3,4,5,6}'::integer[]",11
COLUMN,knowledge_materials,extracted_text,text,text,YES,null,12
COLUMN,knowledge_materials,chunk_count,integer,int4,YES,0,13
COLUMN,knowledge_materials,status,character varying,varchar,YES,'pending'::character varying,14
COLUMN,knowledge_materials,tags,ARRAY,_text,YES,null,15
COLUMN,knowledge_materials,metadata,jsonb,jsonb,YES,'{}'::jsonb,16
COLUMN,knowledge_materials,uploaded_by,uuid,uuid,YES,null,17
COLUMN,knowledge_materials,created_at,timestamp without time zone,timestamp,YES,now(),18
COLUMN,knowledge_materials,updated_at,timestamp without time zone,timestamp,YES,now(),19
COLUMN,knowledge_materials,knowledge_base_id,uuid,uuid,YES,null,2
COLUMN,knowledge_materials,ai_classify_confidence,double precision,float8,YES,null,20
COLUMN,knowledge_materials,ai_classify_method,text,text,YES,null,21
COLUMN,knowledge_materials,summary,text,text,YES,null,22
COLUMN,knowledge_materials,storage_path,text,text,YES,null,23
COLUMN,knowledge_materials,storage_url,text,text,YES,null,24
COLUMN,knowledge_materials,pages,integer,int4,YES,null,25
COLUMN,knowledge_materials,pages_read,integer,int4,YES,null,26
COLUMN,knowledge_materials,pagesRead,integer,int4,YES,null,27
COLUMN,knowledge_materials,title,character varying,varchar,YES,null,3
COLUMN,knowledge_materials,title_zh,character varying,varchar,YES,null,4
COLUMN,knowledge_materials,file_name,character varying,varchar,YES,null,5
COLUMN,knowledge_materials,file_type,character varying,varchar,YES,null,6
COLUMN,knowledge_materials,file_size,integer,int4,YES,null,7
COLUMN,knowledge_materials,file_url,text,text,YES,null,8
COLUMN,knowledge_materials,file_data,text,text,YES,null,9
COLUMN,material_categories,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,material_categories,name,character varying,varchar,NO,null,2
COLUMN,material_categories,name_zh,character varying,varchar,YES,null,3
COLUMN,material_categories,parent_id,uuid,uuid,YES,null,4
COLUMN,material_categories,description,text,text,YES,null,5
COLUMN,material_categories,created_at,timestamp with time zone,timestamptz,YES,now(),6
COLUMN,messages,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,messages,sender_id,uuid,uuid,YES,null,2
COLUMN,messages,receiver_id,uuid,uuid,YES,null,3
COLUMN,messages,subject,character varying,varchar,YES,null,4
COLUMN,messages,content,text,text,NO,null,5
COLUMN,messages,is_read,boolean,bool,YES,false,6
COLUMN,messages,parent_id,uuid,uuid,YES,null,7
COLUMN,messages,created_at,timestamp without time zone,timestamp,YES,now(),8
COLUMN,notifications,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,notifications,user_id,uuid,uuid,YES,null,2
COLUMN,notifications,type,character varying,varchar,NO,null,3
COLUMN,notifications,title,character varying,varchar,NO,null,4
COLUMN,notifications,content,text,text,YES,null,5
COLUMN,notifications,is_read,boolean,bool,YES,false,6
COLUMN,notifications,link,text,text,YES,null,7
COLUMN,notifications,created_at,timestamp without time zone,timestamp,YES,now(),8
COLUMN,panda_assets,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,panda_assets,emotion,text,text,NO,null,2
COLUMN,panda_assets,emotion_zh,text,text,YES,null,3
COLUMN,panda_assets,image_url,text,text,YES,null,4
COLUMN,panda_assets,prompt,text,text,YES,null,5
COLUMN,panda_assets,color,text,text,YES,null,6
COLUMN,panda_assets,usage_desc,text,text,YES,null,7
COLUMN,panda_assets,created_at,timestamp with time zone,timestamptz,YES,now(),8
COLUMN,panda_assets,updated_at,timestamp with time zone,timestamptz,YES,now(),9
COLUMN,parent_messages,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,parent_messages,from_id,uuid,uuid,YES,null,2
COLUMN,parent_messages,from_name,text,text,YES,null,3
COLUMN,parent_messages,to_id,uuid,uuid,YES,null,4
COLUMN,parent_messages,subject,text,text,YES,null,5
COLUMN,parent_messages,content,text,text,YES,null,6
COLUMN,parent_messages,is_read,boolean,bool,YES,false,7
COLUMN,parent_messages,created_at,timestamp with time zone,timestamptz,YES,now(),8
COLUMN,parent_student_links,parent_id,uuid,uuid,NO,null,1
COLUMN,parent_student_links,student_id,uuid,uuid,NO,null,2
COLUMN,point_transactions,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,point_transactions,student_id,uuid,uuid,YES,null,2
COLUMN,point_transactions,amount,integer,int4,NO,null,3
COLUMN,point_transactions,reason,text,text,YES,null,4
COLUMN,point_transactions,source,text,text,YES,null,5
COLUMN,point_transactions,created_at,timestamp with time zone,timestamptz,YES,now(),6
COLUMN,points_transactions,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,points_transactions,user_id,uuid,uuid,YES,null,2
COLUMN,points_transactions,points,integer,int4,NO,null,3
COLUMN,points_transactions,type,character varying,varchar,NO,null,4
COLUMN,points_transactions,description,text,text,YES,null,5
COLUMN,points_transactions,reference_id,uuid,uuid,YES,null,6
COLUMN,points_transactions,created_at,timestamp without time zone,timestamp,YES,now(),7
COLUMN,rag_chunks,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,rag_chunks,document_id,uuid,uuid,YES,null,2
COLUMN,rag_chunks,knowledge_base_id,uuid,uuid,YES,null,3
COLUMN,rag_chunks,content,text,text,NO,null,4
COLUMN,rag_chunks,chunk_index,integer,int4,YES,null,5
COLUMN,rag_chunks,metadata,jsonb,jsonb,YES,null,7
COLUMN,rag_chunks,created_at,timestamp without time zone,timestamp,YES,now(),8
COLUMN,rag_chunks,embedding,USER-DEFINED,vector,YES,null,9
COLUMN,rag_config,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,rag_config,system_prompt_template,text,text,YES,null,10
COLUMN,rag_config,updated_by,uuid,uuid,YES,null,11
COLUMN,rag_config,updated_at,timestamp without time zone,timestamp,YES,now(),12
COLUMN,rag_config,chat_model,character varying,varchar,YES,'gpt-4o-mini'::character varying,13
COLUMN,rag_config,chat_api_key,text,text,YES,null,14
COLUMN,rag_config,chunk_size,integer,int4,YES,500,15
COLUMN,rag_config,chunk_overlap,integer,int4,YES,50,16
COLUMN,rag_config,top_k,integer,int4,YES,5,17
COLUMN,rag_config,ai_provider,character varying,varchar,YES,'openai'::character varying,18
COLUMN,rag_config,openai_api_key,text,text,YES,null,19
COLUMN,rag_config,embedding_provider,character varying,varchar,YES,'openai'::character varying,2
COLUMN,rag_config,openai_model,character varying,varchar,YES,'gpt-4o-mini'::character varying,20
COLUMN,rag_config,claude_api_key,text,text,YES,null,21
COLUMN,rag_config,claude_model,character varying,varchar,YES,'claude-sonnet-4-20250514'::character varying,22
COLUMN,rag_config,deepseek_api_key,text,text,YES,null,23
COLUMN,rag_config,deepseek_model,character varying,varchar,YES,'deepseek-chat'::character varying,24
COLUMN,rag_config,auto_process_uploads,boolean,bool,YES,true,25
COLUMN,rag_config,auto_generate_embeddings,boolean,bool,YES,true,26
COLUMN,rag_config,auto_classify_materials,boolean,bool,YES,true,27
COLUMN,rag_config,embedding_model,character varying,varchar,YES,'text-embedding-3-small'::character varying,3
COLUMN,rag_config,embedding_api_key,text,text,YES,null,4
COLUMN,rag_config,embedding_api_url,text,text,YES,null,5
COLUMN,rag_config,search_top_k,integer,int4,YES,5,6
COLUMN,rag_config,similarity_threshold,numeric,numeric,YES,0.7,7
COLUMN,rag_config,include_sources,boolean,bool,YES,true,8
COLUMN,rag_config,max_context_length,integer,int4,YES,4000,9
COLUMN,rag_config_backup,id,uuid,uuid,YES,null,1
COLUMN,rag_config_backup,system_prompt_template,text,text,YES,null,10
COLUMN,rag_config_backup,updated_by,uuid,uuid,YES,null,11
COLUMN,rag_config_backup,updated_at,timestamp without time zone,timestamp,YES,null,12
COLUMN,rag_config_backup,chat_model,character varying,varchar,YES,null,13
COLUMN,rag_config_backup,chat_api_key,text,text,YES,null,14
COLUMN,rag_config_backup,chunk_size,integer,int4,YES,null,15
COLUMN,rag_config_backup,chunk_overlap,integer,int4,YES,null,16
COLUMN,rag_config_backup,top_k,integer,int4,YES,null,17
COLUMN,rag_config_backup,embedding_provider,character varying,varchar,YES,null,2
COLUMN,rag_config_backup,embedding_model,character varying,varchar,YES,null,3
COLUMN,rag_config_backup,embedding_api_key,text,text,YES,null,4
COLUMN,rag_config_backup,embedding_api_url,text,text,YES,null,5
COLUMN,rag_config_backup,search_top_k,integer,int4,YES,null,6
COLUMN,rag_config_backup,similarity_threshold,numeric,numeric,YES,null,7
COLUMN,rag_config_backup,include_sources,boolean,bool,YES,null,8
COLUMN,rag_config_backup,max_context_length,integer,int4,YES,null,9
COLUMN,rag_documents,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,rag_documents,category,character varying,varchar,YES,null,10
COLUMN,rag_documents,hsk_levels,ARRAY,_int4,YES,null,11
COLUMN,rag_documents,tags,ARRAY,_text,YES,null,12
COLUMN,rag_documents,status,character varying,varchar,YES,'pending'::character varying,13
COLUMN,rag_documents,chunk_count,integer,int4,YES,0,14
COLUMN,rag_documents,error_message,text,text,YES,null,15
COLUMN,rag_documents,metadata,jsonb,jsonb,YES,null,16
COLUMN,rag_documents,uploaded_by,uuid,uuid,YES,null,17
COLUMN,rag_documents,created_at,timestamp without time zone,timestamp,YES,now(),18
COLUMN,rag_documents,processed_at,timestamp without time zone,timestamp,YES,null,19
COLUMN,rag_documents,knowledge_base_id,uuid,uuid,YES,null,2
COLUMN,rag_documents,title,character varying,varchar,NO,null,3
COLUMN,rag_documents,title_zh,character varying,varchar,YES,null,4
COLUMN,rag_documents,file_name,character varying,varchar,YES,null,5
COLUMN,rag_documents,file_type,character varying,varchar,YES,null,6
COLUMN,rag_documents,file_size,integer,int4,YES,null,7
COLUMN,rag_documents,file_url,text,text,YES,null,8
COLUMN,rag_documents,raw_content,text,text,YES,null,9
COLUMN,rag_files,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,rag_files,created_at,timestamp with time zone,timestamptz,YES,now(),10
COLUMN,rag_files,indexed_at,timestamp with time zone,timestamptz,YES,null,11
COLUMN,rag_files,name,text,text,NO,null,2
COLUMN,rag_files,size,text,text,YES,null,3
COLUMN,rag_files,file_type,text,text,YES,null,4
COLUMN,rag_files,file_url,text,text,YES,null,5
COLUMN,rag_files,status,text,text,YES,'processing'::text,6
COLUMN,rag_files,chunks,integer,int4,YES,0,7
COLUMN,rag_files,tags,ARRAY,_text,YES,'{}'::text[],8
COLUMN,rag_files,uploaded_by,uuid,uuid,YES,null,9
COLUMN,rag_knowledge_bases,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,rag_knowledge_bases,total_chunks,integer,int4,YES,0,10
COLUMN,rag_knowledge_bases,last_updated,timestamp without time zone,timestamp,YES,null,11
COLUMN,rag_knowledge_bases,created_by,uuid,uuid,YES,null,12
COLUMN,rag_knowledge_bases,created_at,timestamp without time zone,timestamp,YES,now(),13
COLUMN,rag_knowledge_bases,category,character varying,varchar,YES,'general'::character varying,14
COLUMN,rag_knowledge_bases,chunk_count,integer,int4,YES,0,15
COLUMN,rag_knowledge_bases,name,character varying,varchar,NO,null,2
COLUMN,rag_knowledge_bases,name_zh,character varying,varchar,YES,null,3
COLUMN,rag_knowledge_bases,description,text,text,YES,null,4
COLUMN,rag_knowledge_bases,embedding_model,character varying,varchar,YES,'text-embedding-3-small'::character varying,5
COLUMN,rag_knowledge_bases,chunk_size,integer,int4,YES,500,6
COLUMN,rag_knowledge_bases,chunk_overlap,integer,int4,YES,50,7
COLUMN,rag_knowledge_bases,is_active,boolean,bool,YES,true,8
COLUMN,rag_knowledge_bases,document_count,integer,int4,YES,0,9
COLUMN,rag_query_logs,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,rag_query_logs,user_feedback,text,text,YES,null,10
COLUMN,rag_query_logs,created_at,timestamp without time zone,timestamp,YES,now(),11
COLUMN,rag_query_logs,user_id,uuid,uuid,YES,null,2
COLUMN,rag_query_logs,query,text,text,NO,null,3
COLUMN,rag_query_logs,knowledge_base_ids,ARRAY,_uuid,YES,null,4
COLUMN,rag_query_logs,retrieved_chunks,jsonb,jsonb,YES,null,5
COLUMN,rag_query_logs,retrieval_time_ms,integer,int4,YES,null,6
COLUMN,rag_query_logs,generated_response,text,text,YES,null,7
COLUMN,rag_query_logs,generation_time_ms,integer,int4,YES,null,8
COLUMN,rag_query_logs,user_rating,integer,int4,YES,null,9
COLUMN,reward_redemptions,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,reward_redemptions,user_id,uuid,uuid,YES,null,2
COLUMN,reward_redemptions,reward_id,uuid,uuid,YES,null,3
COLUMN,reward_redemptions,points_spent,integer,int4,NO,null,4
COLUMN,reward_redemptions,status,character varying,varchar,YES,'pending'::character varying,5
COLUMN,reward_redemptions,redeemed_at,timestamp without time zone,timestamp,YES,now(),6
COLUMN,rewards,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,rewards,created_at,timestamp without time zone,timestamp,YES,now(),10
COLUMN,rewards,name,character varying,varchar,NO,null,2
COLUMN,rewards,name_zh,character varying,varchar,YES,null,3
COLUMN,rewards,description,text,text,YES,null,4
COLUMN,rewards,points_cost,integer,int4,NO,null,5
COLUMN,rewards,category,character varying,varchar,YES,null,6
COLUMN,rewards,image_url,text,text,YES,null,7
COLUMN,rewards,stock,integer,int4,YES,'-1'::integer,8
COLUMN,rewards,is_active,boolean,bool,YES,true,9
COLUMN,schools,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,schools,code,text,text,YES,null,10
COLUMN,schools,max_teachers,integer,int4,YES,10,11
COLUMN,schools,max_students,integer,int4,YES,50,12
COLUMN,schools,current_teachers,integer,int4,YES,0,13
COLUMN,schools,current_students,integer,int4,YES,0,14
COLUMN,schools,updated_at,timestamp with time zone,timestamptz,YES,now(),15
COLUMN,schools,name,character varying,varchar,NO,null,2
COLUMN,schools,name_zh,character varying,varchar,YES,null,3
COLUMN,schools,address,text,text,YES,null,4
COLUMN,schools,phone,character varying,varchar,YES,null,5
COLUMN,schools,email,character varying,varchar,YES,null,6
COLUMN,schools,is_active,boolean,bool,YES,true,7
COLUMN,schools,created_at,timestamp without time zone,timestamp,YES,now(),8
COLUMN,schools,city,text,text,YES,null,9
COLUMN,student_learning_profiles,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,student_learning_profiles,skill_grammar,integer,int4,YES,50,10
COLUMN,student_learning_profiles,strengths,ARRAY,_text,YES,null,11
COLUMN,student_learning_profiles,weaknesses,ARRAY,_text,YES,null,12
COLUMN,student_learning_profiles,learning_style,character varying,varchar,YES,null,13
COLUMN,student_learning_profiles,streak_days,integer,int4,YES,0,14
COLUMN,student_learning_profiles,total_study_time,integer,int4,YES,0,15
COLUMN,student_learning_profiles,last_study_date,date,date,YES,null,16
COLUMN,student_learning_profiles,updated_at,timestamp without time zone,timestamp,YES,now(),17
COLUMN,student_learning_profiles,student_id,uuid,uuid,YES,null,2
COLUMN,student_learning_profiles,current_hsk_level,integer,int4,YES,1,3
COLUMN,student_learning_profiles,target_hsk_level,integer,int4,YES,2,4
COLUMN,student_learning_profiles,estimated_vocabulary,integer,int4,YES,0,5
COLUMN,student_learning_profiles,skill_listening,integer,int4,YES,50,6
COLUMN,student_learning_profiles,skill_speaking,integer,int4,YES,50,7
COLUMN,student_learning_profiles,skill_reading,integer,int4,YES,50,8
COLUMN,student_learning_profiles,skill_writing,integer,int4,YES,50,9
COLUMN,student_mistake_patterns,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,student_mistake_patterns,student_id,uuid,uuid,YES,null,2
COLUMN,student_mistake_patterns,mistake_type,character varying,varchar,NO,null,3
COLUMN,student_mistake_patterns,description,text,text,YES,null,4
COLUMN,student_mistake_patterns,related_words,ARRAY,_text,YES,null,5
COLUMN,student_mistake_patterns,occurrence_count,integer,int4,YES,1,6
COLUMN,student_mistake_patterns,first_occurred,timestamp without time zone,timestamp,YES,now(),7
COLUMN,student_mistake_patterns,last_occurred,timestamp without time zone,timestamp,YES,now(),8
COLUMN,student_mistake_patterns,is_resolved,boolean,bool,YES,false,9
COLUMN,student_points,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,student_points,student_id,uuid,uuid,YES,null,2
COLUMN,student_points,total_xp,integer,int4,YES,0,3
COLUMN,student_points,streak_days,integer,int4,YES,0,4
COLUMN,student_points,last_active,date,date,YES,CURRENT_DATE,5
COLUMN,student_points,updated_at,timestamp with time zone,timestamptz,YES,now(),6
COLUMN,system_settings,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,system_settings,setting_key,text,text,NO,null,2
COLUMN,system_settings,setting_value,text,text,YES,null,3
COLUMN,system_settings,category,text,text,YES,'general'::text,4
COLUMN,system_settings,updated_at,timestamp with time zone,timestamptz,YES,now(),5
COLUMN,system_settings,updated_by,uuid,uuid,YES,null,6
COLUMN,teacher_teaching_profiles,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,teacher_teaching_profiles,teacher_id,uuid,uuid,YES,null,2
COLUMN,teacher_teaching_profiles,specializations,ARRAY,_text,YES,null,3
COLUMN,teacher_teaching_profiles,teaching_style,character varying,varchar,YES,null,4
COLUMN,teacher_teaching_profiles,years_experience,integer,int4,YES,0,5
COLUMN,teacher_teaching_profiles,certifications,ARRAY,_text,YES,null,6
COLUMN,teacher_teaching_profiles,preferred_materials,ARRAY,_text,YES,null,7
COLUMN,teacher_teaching_profiles,updated_at,timestamp without time zone,timestamp,YES,now(),8
COLUMN,teaching_materials,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,teaching_materials,tags,ARRAY,_text,YES,null,10
COLUMN,teaching_materials,is_active,boolean,bool,YES,true,11
COLUMN,teaching_materials,uploaded_by,uuid,uuid,YES,null,12
COLUMN,teaching_materials,created_at,timestamp without time zone,timestamp,YES,now(),13
COLUMN,teaching_materials,title,character varying,varchar,NO,null,2
COLUMN,teaching_materials,title_zh,character varying,varchar,YES,null,3
COLUMN,teaching_materials,description,text,text,YES,null,4
COLUMN,teaching_materials,type,character varying,varchar,YES,null,5
COLUMN,teaching_materials,hsk_levels,ARRAY,_int4,YES,null,6
COLUMN,teaching_materials,content,text,text,YES,null,7
COLUMN,teaching_materials,file_url,text,text,YES,null,8
COLUMN,teaching_materials,source_type,character varying,varchar,YES,'internal'::character varying,9
COLUMN,teaching_progress,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,teaching_progress,class_id,uuid,uuid,YES,null,2
COLUMN,teaching_progress,hsk_level,integer,int4,YES,null,3
COLUMN,teaching_progress,point_key,text,text,YES,null,4
COLUMN,teaching_progress,completed,boolean,bool,YES,false,5
COLUMN,teaching_progress,teacher_id,uuid,uuid,YES,null,6
COLUMN,teaching_progress,updated_at,timestamp with time zone,timestamptz,YES,now(),7
COLUMN,training_configs,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,training_configs,batch_size,integer,int4,YES,2,10
COLUMN,training_configs,resolution,integer,int4,YES,1024,11
COLUMN,training_configs,save_every,integer,int4,YES,500,12
COLUMN,training_configs,trigger_word,text,text,YES,'ZANG'::text,13
COLUMN,training_configs,mixed_precision,text,text,YES,'bf16'::text,14
COLUMN,training_configs,optimizer,text,text,YES,'AdamW8bit'::text,15
COLUMN,training_configs,lr_scheduler,text,text,YES,'cosine_with_restarts'::text,16
COLUMN,training_configs,notes,text,text,YES,''::text,17
COLUMN,training_configs,created_at,timestamp with time zone,timestamptz,YES,now(),18
COLUMN,training_configs,name,text,text,NO,'ZANG LoRA v1'::text,2
COLUMN,training_configs,base_model,text,text,YES,'sdxl'::text,3
COLUMN,training_configs,base_model_path,text,text,YES,''::text,4
COLUMN,training_configs,lora_rank,integer,int4,YES,32,5
COLUMN,training_configs,lora_alpha,integer,int4,YES,16,6
COLUMN,training_configs,learning_rate,double precision,float8,YES,0.00008,7
COLUMN,training_configs,max_steps,integer,int4,YES,4000,8
COLUMN,training_configs,repeat_factor,integer,int4,YES,8,9
COLUMN,training_images,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,training_images,tags,text,text,YES,''::text,10
COLUMN,training_images,style_notes,text,text,YES,''::text,11
COLUMN,training_images,quality_score,integer,int4,YES,0,12
COLUMN,training_images,approved,boolean,bool,YES,false,13
COLUMN,training_images,created_at,timestamp with time zone,timestamptz,YES,now(),14
COLUMN,training_images,updated_at,timestamp with time zone,timestamptz,YES,now(),15
COLUMN,training_images,project_id,text,text,NO,'ZANG'::text,16
COLUMN,training_images,filename,text,text,NO,null,2
COLUMN,training_images,storage_path,text,text,NO,null,3
COLUMN,training_images,public_url,text,text,YES,null,4
COLUMN,training_images,width,integer,int4,YES,0,5
COLUMN,training_images,height,integer,int4,YES,0,6
COLUMN,training_images,file_size,integer,int4,YES,0,7
COLUMN,training_images,caption,text,text,YES,''::text,8
COLUMN,training_images,trigger_word,text,text,YES,'ZANG'::text,9
COLUMN,training_materials,id,uuid,uuid,NO,gen_random_uuid(),1
COLUMN,training_materials,tags,ARRAY,_text,YES,null,10
COLUMN,training_materials,description,text,text,YES,null,11
COLUMN,training_materials,review_status,character varying,varchar,YES,'pending'::character varying,12
COLUMN,training_materials,reviewed_by,uuid,uuid,YES,null,13
COLUMN,training_materials,reviewed_at,timestamp without time zone,timestamp,YES,null,14
COLUMN,training_materials,reject_reason,text,text,YES,null,15
COLUMN,training_materials,process_status,character varying,varchar,YES,'pending'::character varying,16
COLUMN,training_materials,chunk_count,integer,int4,YES,0,17
COLUMN,training_materials,processed_at,timestamp without time zone,timestamp,YES,null,18
COLUMN,training_materials,error_message,text,text,YES,null,19
COLUMN,training_materials,knowledge_base_id,uuid,uuid,YES,null,2
COLUMN,training_materials,uploaded_by,uuid,uuid,YES,null,20
COLUMN,training_materials,created_at,timestamp without time zone,timestamp,YES,now(),21
COLUMN,training_materials,updated_at,timestamp without time zone,timestamp,YES,now(),22
COLUMN,training_materials,file_name,character varying,varchar,NO,null,3
COLUMN,training_materials,file_type,character varying,varchar,NO,null,4
COLUMN,training_materials,file_size,integer,int4,YES,null,5
COLUMN,training_materials,file_data,text,text,YES,null,6
COLUMN,training_materials,file_url,text,text,YES,null,7
COLUMN,training_materials,category,character varying,varchar,YES,null,8
COLUMN,training_materials,hsk_levels,ARRAY,_int4,YES,null,9
COLUMN,training_stats,knowledge_base_id,uuid,uuid,YES,null,1
