table_name
clf_ai_provider_config
clf_atoms
clf_attempts
clf_characters
clf_chengyu
clf_chengyu_progress
clf_chunk_atoms
clf_chunk_embeddings
clf_class_members
clf_classes
clf_concepts
clf_content_items
clf_content_progress
clf_corpus
clf_corpus_chunks
clf_courses
clf_dialogue_turns
clf_grammar
clf_grammar_exercises
clf_grammar_progress
clf_grammar_topics
clf_homework
clf_homework_submissions
clf_idioms
clf_item_tags
clf_knowledge_chunks
clf_learner_profiles
clf_levels
clf_lianzi_progress
clf_links
clf_materials
clf_media
clf_modules
clf_notices
clf_panda_assets
clf_panda_emotions
clf_pending_registrations
clf_poems
clf_progress
clf_prompt_templates
clf_pt_messages
clf_pt_threads
clf_quicklogin_sessions
clf_quicklogin_tokens
clf_radicals
clf_riddle_attempts
clf_riddles
clf_scenario_lines
clf_scenarios
clf_sessions
clf_sources
clf_stories
clf_story_pages
clf_tags
clf_texts
clf_tier_modules
clf_tiers
clf_unit_items
clf_unit_progress
clf_units
clf_user_learning_state
clf_user_learning_state_effective
clf_user_modules
clf_user_profiles
clf_words
clf_words_log
